MovieID,Title,AvgRating,Count
4444,"Return of the Dragon (Way of the Dragon, The) (Meng long guo jiang) (1972)",3.656,310
7713,Cat People (1942),3.561,131
60516,Meet Dave (2008),2.540,50
6994,"Hard Way, The (1991)",2.893,103
6754,Underworld (2003),3.241,1781
1163,Mina Tannenbaum (1994),3.493,153
4964,Baran (2001),3.538,65
1316,Anna (1996),3.562,32
7574,Maborosi (Maboroshi no hikari) (1995),3.531,32
3131,Broadway Damage (1997),3.333,9
932,"Affair to Remember, An (1957)",3.802,1157
2448,Virus (1999),2.281,821
6614,I Love You to Death (1990),3.180,205
1922,Whatever (1998),3.258,155
7565,Cat-Women of the Moon (a.k.a. Rocket to the Moon) (1953),2.289,19
38061,Kiss Kiss Bang Bang (2005),3.874,1709
8196,Beyond the Valley of the Dolls (1970),3.027,92
26085,Mutiny on the Bounty (1962),3.643,175
3457,Waking the Dead (2000),3.104,360
4919,Subway (1985),3.301,143
6124,Savannah Smiles (1982),3.337,86
6642,Showdown in Little Tokyo (1991),2.671,82
5331,Vulgar (2000),2.302,43
7302,"Thief of Bagdad, The (1924)",3.815,84
6529,Strange Bedfellows (1965),2.857,7
3072,Moonstruck (1987),3.670,4223
51939,TMNT (Teenage Mutant Ninja Turtles) (2007),2.981,213
55257,Postal (2007),2.552,29
8677,Flash Gordon Conquers the Universe (1940),3.241,27
6801,Common Wealth (La Comunidad) (2000),3.241,29
7582,Old Acquaintance (1943),3.312,8
64234,"Guyver, The (1991)",2.000,5
603,"Bye Bye, Love (1995)",2.962,397
3245,I Am Cuba (Soy Cuba/Ya Kuba) (1964),3.799,87
26007,"Unknown Soldier, The (Tuntematon sotilas) (1955)",3.677,79
230,Dolores Claiborne (1995),3.597,4453
1024,"Three Caballeros, The (1945)",3.192,672
1795,"Callejón de los milagros, El (1995)",3.030,33
8586,Roxie Hart (1942),3.385,13
54648,Rush Hour 3 (2007),2.819,229
36513,Dirty Deeds (2005),3.302,43
4459,Alaska: Spirit of the Wild (1997),3.409,44
782,"Fan, The (1996)",2.889,1698
54736,"Kingdom, The (2007)",3.587,463
48698,Deliver Us from Evil (2006),3.799,112
1157,"Symphonie pastorale, La (1946)",3.100,15
6496,Ecstasy (Éxtasis) (1996),3.333,6
47642,How to Eat Fried Worms (2006),3.058,26
5921,Attack Force Z (a.k.a. The Z Men) (Z-tzu te kung tui) (1982),2.333,12
5247,Smokey and the Bandit (1977),3.159,766
44761,Brick (2005),3.779,629
26745,Other People's Money (1991),3.083,90
2051,Herbie Goes to Monte Carlo (1977),2.576,552
1178,Paths of Glory (1957),4.307,1778
47997,Idiocracy (2006),3.269,514
8259,Hooper (1978),3.151,53
4651,Renegades (1989),2.288,33
6490,Manito (2002),3.227,11
1954,Rocky (1976),3.714,7911
123,Chungking Express (Chóngqìng Senlín) (1994),3.986,1228
757,Ashes of Time (Dung che sai duk) (1994),3.713,94
4154,Recess: School's Out (2001),2.767,180
4000,"Bounty, The (1984)",3.541,342
61264,"Girl Cut in Two, The (Fille coupée en deux, La) (2007)",3.143,7
1500,Grosse Pointe Blank (1997),3.750,8380
26662,Kiki's Delivery Service (Majo no takkyûbin) (1989),3.925,744
3382,Song of Freedom (1936),3.400,5
7240,King David (1985),2.391,23
3177,Next Friday (2000),2.805,709
53550,Rescue Dawn (2006),3.656,398
2417,Heartburn (1986),2.936,330
4562,Without a Clue (1988),3.522,179
5374,Devil Doll (1964),1.800,30
7928,After The Rehearsal (Efter repetitionen) (TV) (1984),3.375,12
8680,In a Glass Cage (Tras el cristal) (1986),3.640,25
879,"Relic, The (1997)",2.832,1372
1779,Sphere (1998),2.753,3202
8715,No Name on the Bullet (1959),3.722,9
3607,One Little Indian (1973),3.375,8
3178,"Hurricane, The (1999)",3.754,2352
419,"Beverly Hillbillies, The (1993)",2.494,2620
3548,Auntie Mame (1958),3.942,795
4076,Two Ninas (1999),3.060,25
2658,"Flying Saucer, The (1950)",2.826,23
5407,"Bûche, La (1999)",3.125,16
4211,Reversal of Fortune (1990),3.814,703
3051,Anywhere But Here (1999),3.015,720
2098,Son of Flubber (1963),2.826,291
8780,"Assassination Bureau, The (1969)",3.375,24
216,Billy Madison (1995),3.277,4489
1323,Amityville 3-D (1983),1.561,256
6043,In the Mirror of Maya Deren (Im Spiegel der Maya Deren) (2002),2.792,12
6272,Eye of God (1997),3.303,33
4568,Best of the Best (1989),2.934,173
564,Chasers (1994),2.314,202
992,"Rich Man's Wife, The (1996)",2.680,175
26485,Rumble Fish (1983),3.571,154
8931,Born Rich (2003),3.317,71
1987,Prom Night (1980),2.461,357
3936,Phantom of the Opera (1943),3.542,324
4546,"Vanishing, The (Spoorloos) (1988)",3.966,633
5194,Who's Singin' Over There? (a.k.a. Who Sings Over There) (Ko to tamo peva) (1980),4.750,4
2451,"Gate, The (1987)",2.609,413
7818,School For Scoundrels (1960),3.323,31
1109,Charm's Incidents (Charms Zwischenfälle) (1996),3.375,8
1231,"Right Stuff, The (1983)",3.973,4499
4100,Disorderlies (1987),2.076,125
36527,Proof (2005),3.537,431
53996,Transformers (2007),3.439,1509
8658,Zandalee (1991),2.231,26
3172,Ulysses (Ulisse) (1954),3.574,27
34536,"Great Raid, The (2005)",3.460,186
27587,Pure (2002),3.273,11
6952,Gothika (2003),2.881,971
2353,Enemy of the State (1998),3.552,7891
174,Jury Duty (1995),2.479,1323
4305,Angel Eyes (2001),2.660,510
55765,American Gangster (2007),3.880,1389
1421,Grateful Dead (1995),3.065,123
3656,Lured (1947),3.167,12
8391,Big Wednesday (1978),3.258,31
2021,Dune (1984),3.294,4805
4030,Dracula 2000 (2000),2.563,647
55253,"Lust, Caution (Se, jie) (2007)",3.697,211
826,Women Robbers (Diebinnen) (1995),2.133,15
5395,"Gambler, The (1974)",3.289,64
7337,American Gun (2002),2.792,12
64034,"Boy in the Striped Pyjamas, The (2008)",3.278,9
57550,Kings of the Road (Im Lauf der Zeit) (1976),4.125,4
337,What's Eating Gilbert Grape (1993),3.765,10349
4579,Cookie (1989),2.824,37
8295,"Most Dangerous Game, The (1932)",3.476,84
8902,Bug (1975),2.425,20
549,Thirty-Two Short Films About Glenn Gould (1993),3.873,918
210,Wild Bill (1995),2.915,311
31804,Night Watch (Nochnoy dozor) (2004),3.369,451
6629,House of Wax (1953),3.281,169
8794,"Unfinished Piece for a Player Piano, An (Neokonchennaya pyesa dlya mekhanicheskogo pianino) (1977)",3.700,15
27728,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),3.628,491
506,Orlando (1992),3.508,834
665,Underground (1995),4.001,578
7150,Stuck On You (2003),2.871,505
2352,"Big Chill, The (1983)",3.758,3854
44197,Find Me Guilty (2006),3.387,142
6478,"Life and Times of Judge Roy Bean, The (1972)",3.453,148
8833,Vanity Fair (2004),3.212,293
3372,"Bridge at Remagen, The (1969)",3.475,204
77,Nico Icon (1995),3.388,143
6491,No Turning Back (2001),3.000,2
63768,Tattooed Life (Irezumi ichidai) (1965),4.000,3
6232,Born Free (1966),3.389,199
873,Shadow of Angels (Schatten der Engel) (1976),3.138,29
50447,"Dead Girl, The (2006)",3.144,59
7207,Where the Boys Are (1960),2.894,66
8133,"Inheritance, The (Arven) (2003)",3.658,38
59369,Taken (2008),3.814,70
33160,Death of a Dynasty (2003),2.750,2
62662,Tokyo-Ga (1985),4.000,3
39,Clueless (1995),3.428,15504
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",3.621,389
3048,Under the Rainbow (1981),2.488,213
55069,"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile) (2007)",3.812,213
31422,Are We There Yet? (2005),2.231,104
4853,Brannigan (1975),2.638,47
8425,Meet the Applegates (1991),2.672,32
5145,Loves of a Blonde (Lásky jedné plavovlásky) (1965),3.840,72
3802,Freejack (1992),2.487,885
41285,Match Point (2005),3.726,1332
59715,Shutter (2008),2.592,38
60389,Battle for Haditha (2007),3.214,7
172,Johnny Mnemonic (1995),2.711,7473
5572,Barbershop (2002),3.266,868
4501,"Elvira, Mistress of the Dark (1988)",2.682,261
32657,"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)",4.571,7
61941,Humboldt County (2008),3.000,4
34189,Twin Sitters (1994),1.833,6
152,"Addiction, The (1995)",3.132,406
2515,Children of the Corn II: The Final Sacrifice (1993),1.763,270
4650,Relentless (1989),2.595,42
7112,Accident (1967),3.447,19
1657,Wonderland (1997),3.287,108
41575,"Promise, The (Wu ji) (2005)",2.837,43
27620,Fear and Trembling (Stupeur et tremblements) (2003),3.417,6
1544,"Lost World: Jurassic Park, The (Jurassic Park 2) (1997)",2.941,8190
1566,Hercules (1997),3.251,2585
40732,"Descent, The (2005)",3.494,589
697,Feeling Minnesota (1996),2.786,749
6121,Querelle (1982),2.963,41
5716,Butterfly (1982),2.167,9
26142,Major Dundee (1965),4.000,4
923,Citizen Kane (1941),4.184,9605
1517,Austin Powers: International Man of Mystery (1997),3.472,12009
877,Girls Town (1996),3.170,106
5744,Four Friends (a.k.a. Georgia's Friends) (1981),3.088,17
4840,"Last Metro, The (Dernier métro, Le) (1980)",3.675,106
4741,Together (Tillsammans) (2000),3.837,494
4283,Fellini's Roma (Roma) (1972),3.558,113
8948,Alfie (2004),2.998,461
5756,Heartbeeps (1981),2.104,24
6296,"Mighty Wind, A (2003)",3.691,1687
706,Sunset Park (1996),3.163,163
4258,"Low Down, The (2000)",2.500,17
8621,Ivans xtc. (2000),3.250,8
1192,Paris Is Burning (1990),3.934,644
2864,Splendor (1999),3.205,100
2037,Candleshoe (1977),3.296,257
3828,Better Living (1998),3.250,4
7285,Thirteen (2003),3.535,951
4235,Amores Perros (Love's a Bitch) (2000),4.013,2495
2080,Lady and the Tramp (1955),3.636,5164
3804,H.O.T.S. (1979),2.228,103
8832,Warriors of Heaven and Earth (Tian di ying xiong) (2003),3.373,75
8123,Sammy and Rosie Get Laid (1987),3.459,49
1073,Willy Wonka & the Chocolate Factory (1971),3.707,15638
2210,Sabotage (1936),3.794,287
4868,Bangkok Dangerous (2000),3.316,49
75,Big Bully (1996),2.521,355
25954,Orpheus (Orphée) (1950),3.993,71
32862,With Six You Get Eggroll (1968),3.103,34
5150,Under the Skin (1997),3.029,17
55901,"You, the Living (Du levande) (2007)",3.900,5
5991,Chicago (2002),3.637,4249
5237,Taps (1981),3.454,436
2839,West Beirut (West Beyrouth) (1998),3.726,117
2924,Drunken Master (Jui kuen) (1978),3.841,1073
4257,"Girl, The (2000)",2.444,9
424,Blue Chips (1994),2.709,462
41411,"Deep, The (1977)",3.000,50
5849,I'm Starting From Three (Ricomincio da Tre) (1981),4.667,3
1726,"Postman, The (1997)",2.856,1028
7742,Baxter (1989),3.461,51
5495,Modesty Blaise (1966),2.744,45
6574,Eve of Destruction (1991),1.982,56
31004,"Promised Life, The (La vie promise) (2002)",3.583,6
3074,Jeremiah Johnson (1972),3.772,837
6241,Pauline at the Beach (Pauline à la Plage) (1983),3.582,85
5696,Urban Cowboy (1980),3.099,298
32591,Look at Me (Comme une image) (2004),3.488,85
4711,Theremin: An Electronic Odyssey (1993),3.745,145
7480,Under Fire (1983),3.583,54
47493,Cabin in the Sky (1943),3.700,15
56744,Longford (2006),3.500,4
2075,Mephisto (1981),3.769,361
47970,"Last Kiss, The (2006)",3.218,243
6791,Babette's Feast (Babettes gæstebud) (1987),4.018,584
56782,There Will Be Blood (2007),3.945,1207
34530,Deuce Bigalow: European Gigolo (2005),2.082,244
4764,Kill Me Later (2001),3.188,32
5567,"Incubus, The (1981)",2.260,25
52101,"Quiet Duel, The (Shizukanaru ketto) (1949)",3.750,2
458,Geronimo: An American Legend (1993),3.164,672
5656,Festival in Cannes (2001),3.300,30
5230,"Paleface, The (1948)",3.247,97
610,Heavy Metal (1981),3.381,4544
34143,Dark Water (2005),2.779,306
61961,On the Beach (2000),3.364,11
2457,Running Scared (1986),3.336,855
54268,Who's Your Caddy? (2007),1.577,13
7400,Beyond the Stars (1989),2.667,9
26059,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960),3.000,2
2664,Invasion of the Body Snatchers (1956),3.765,2625
6204,"Meteor Man, The (1993)",2.325,120
3137,"Sea Wolves, The (1980)",3.348,79
6888,Scary Movie 3 (2003),2.463,1134
5422,"Emperor's New Clothes, The (2001)",3.340,156
3565,Where the Heart Is (2000),3.233,1029
3928,Abbott and Costello Meet Frankenstein (1948),3.428,552
8147,Charly (1968),3.608,288
6186,Gods and Generals (2003),2.773,203
5510,"Château, The (2001)",2.316,19
694,"Substitute, The (1996)",3.022,1757
5729,Endless Love (1981),1.987,79
4911,Jabberwocky (1977),3.005,403
26148,"Train, The (1964)",3.688,69
8877,Second Chorus (1940),2.750,4
1226,"Quiet Man, The (1952)",3.968,1303
2097,Something Wicked This Way Comes (1983),3.426,864
4516,Johnny Be Good (1988),2.310,163
31347,Christmas in July (1940),3.741,29
8889,"Legacy, The (1978)",2.750,26
78,"Crossing Guard, The (1995)",3.160,767
6776,Lagaan: Once Upon a Time in India (2001),3.868,307
1352,Albino Alligator (1996),3.035,489
7487,Henry & June (1990),3.252,137
4879,High Heels and Low Lifes (2001),2.962,53
5532,Amy's O (a.k.a. Amy's Orgasm) (2001),2.721,86
3759,Fun and Fancy Free (1947),3.218,94
5824,Liberty Stands Still (2002),2.828,87
3017,Creepshow 2 (1987),2.640,401
159,Clockers (1995),3.407,1506
5074,Storytelling (2001),3.424,523
2509,Eight Days a Week (1997),2.926,102
6734,Memoirs of an Invisible Man (1992),2.747,265
7385,Twentynine Palms (2003),2.286,28
5208,"Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane) (1980)",3.582,49
1513,Romy and Michele's High School Reunion (1997),2.951,4502
3791,Footloose (1984),3.062,1772
2725,Twin Falls Idaho (1999),3.560,453
3571,Time Code (2000),3.236,383
4064,Coffy (1973),3.320,75
39400,"Fog, The (2005)",2.042,130
6118,Blind Chance (Przypadek) (1981),3.756,41
32649,"Special Day, A (Una Giornata Particolare) (1977)",4.100,15
5815,Half Past Dead (2002),2.243,109
32668,Blind Horizon (2003),2.926,27
63329,Christmas Story (Joulutarina) (2007),3.654,13
1559,"Next Step, The (1997)",3.000,4
3248,Sister Act 2: Back in the Habit (1993),2.392,1350
5498,Red Beard (Akahige) (1965),4.089,190
4533,"Return of the Living Dead, The (1985)",3.289,560
1538,"Second Jungle Book: Mowgli & Baloo, The (1997)",2.380,75
4593,Family Business (1989),2.829,173
26974,Gummo (1997),2.989,91
4574,Blind Fury (1989),2.925,199
5134,Mean Machine (2001),3.320,158
8040,Brain Donors (1992),3.530,50
52591,"Contract, The (2006)",2.808,39
2484,Tinseltown (1997),1.850,10
3337,I'll Never Forget What's'isname (1967),3.333,6
5156,"Big Doll House, The (1971)",2.750,16
4534,Return to Snowy River (a.k.a. The Man From Snowy River II) (1988),3.255,161
31116,Sergeant York (1941),3.832,161
60832,Pathology (2008),3.014,35
34624,Summer Magic (1963),3.350,10
31680,Assisted Living (2003),3.400,5
64611,"Forgotten One, The (1990)",3.500,2
3328,Ghost Dog: The Way of the Samurai (1999),3.722,2225
905,It Happened One Night (1934),4.197,2286
8070,Grill Point (Halbe Treppe) (2002),3.867,15
63446,"Christmas Tale, A (Un conte de Noël) (2008)",2.900,5
6316,"Wiz, The (1978)",2.537,283
27611,Battlestar Galactica (2003),4.068,168
1546,Schizopolis (1996),3.627,213
3909,Woman on Top (2000),2.769,399
4307,"Fast Food, Fast Women (2000)",2.865,37
6884,Veronica Guerin (2003),3.389,193
6246,Talent for the Game (1991),3.184,19
26,Othello (1995),3.665,1741
3315,Happy Go Lovely (1951),2.562,8
43932,Pulse (2006),2.471,102
1052,"Proprietor, The (1996)",3.690,29
4995,"Beautiful Mind, A (2001)",3.907,9575
2273,Rush Hour (1998),3.432,4876
3980,Men of Honor (2000),3.551,1693
3362,Dog Day Afternoon (1975),4.011,3478
2635,"Mummy's Curse, The (1944)",3.119,113
5076,"Adventures of Huck Finn, The (1993)",3.114,219
649,Cold Fever (Á köldum klaka) (1995),3.713,82
7730,Matinee (1993),3.278,63
6408,Animals Are Beautiful People (1974),3.568,22
4151,"Taste of Others, The (Le Goût des autres) (2000)",3.521,211
6050,Gus (1976),2.905,37
1577,Mondo (1996),3.324,17
34359,Georgy Girl (1966),3.553,66
3510,Frequency (2000),3.606,4059
390,Faster Pussycat! Kill! Kill! (1965),3.397,467
4009,Talk Radio (1988),3.530,464
48262,"Bridge, The (2006)",3.706,51
26750,Quigley Down Under (1990),3.237,114
26726,Dutch (1991),2.727,66
4817,Born Romantic (2000),3.310,29
719,Multiplicity (1996),3.004,4360
930,Notorious (1946),4.219,2705
1033,"Fox and the Hound, The (1981)",3.403,2139
5468,20 Million Miles to Earth (1957),3.364,66
2285,If.... (1968),3.769,320
6556,"Sea Is Watching, The (Umi wa miteita) (2002)",3.077,13
2263,"Seventh Sign, The (1988)",3.109,886
5058,Heart of Glass (Herz aus Glas) (1976),3.081,37
3006,"Insider, The (1999)",3.966,4656
2479,Gloria (1999),2.408,200
2512,"Ballad of Narayama, The (Narayama bushiko) (1983)",3.685,89
26464,Blue Thunder (1983),3.122,74
33558,"Snow Walker, The (2003)",3.673,26
51498,2001 Maniacs (2005),1.944,9
8290,Mitchell (1975),1.561,41
4778,Children Underground (2000),3.864,11
39419,Where the Truth Lies (2005),3.273,139
6920,"Red Circle, The (Le Cercle Rouge) (1970)",3.922,129
8634,Tank (1984),2.592,71
8232,I Love You Again (1940),3.826,23
3031,Repossessed (1990),2.272,200
5214,"Oh, God! (1977)",3.182,532
49130,"Good Year, A (2006)",3.260,169
8465,Johnny Eager (1942),2.571,7
7627,Just Write (1997),2.750,8
64903,"Nazis Strike, The (Why We Fight, 2) (1943)",3.250,2
62671,Fallout (1998),2.000,1
477,What's Love Got to Do with It? (1993),3.542,2863
3038,"Face in the Crowd, A (1957)",4.180,300
1547,Shiloh (1997),3.344,160
7774,My Side of the Mountain (1969),3.259,27
8136,Indestructible Man (1956),2.533,15
5597,Suburban Commando (1991),2.048,167
1749,"Leading Man, The (1996)",3.145,62
7159,Two Men Went to War (2003),3.833,6
674,Barbarella (1968),2.936,1950
2344,Runaway Train (1985),3.507,1049
632,Land and Freedom (Tierra y libertad) (1995),4.005,195
2832,"Lost Son, The (1999)",3.028,18
27402,Dagon (2001),3.000,12
65027,"Death Kiss, The (1933)",2.500,1
48596,"Marine, The (2006)",2.500,82
5206,Mother's Day (1980),2.407,27
1720,Time Tracers (1995),2.389,36
32620,Not on the Lips (Pas sur la bouche) (2003),3.269,13
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),3.895,10644
2983,"Ipcress File, The (1965)",3.850,403
670,"World of Apu, The (Apur Sansar) (1959)",4.212,423
2757,Frances (1982),3.708,472
5326,"Frank McKlusky, C.I. (2002)",1.773,11
65133,Blackadder Back & Forth (1999),3.357,7
4724,On the Edge (2000),3.542,12
6663,"Pink Panther Strikes Again, The (1976)",3.613,749
47200,Crank (2006),3.394,532
2290,Stardust Memories (1980),3.509,601
1752,Hard Rain (1998),2.766,1045
7045,"Witches, The (1990)",3.453,480
5088,Going Places (Les Valseuses) (1974),3.357,42
32019,Be Cool (2005),2.801,495
7297,Kitchen Stories (Salmer fra kjøkkenet) (2003),3.668,146
3435,Double Indemnity (1944),4.315,2403
3405,"Night to Remember, A (1958)",3.848,417
54997,3:10 to Yuma (2007),3.814,1230
62586,"American Carol, An (2008)",2.400,5
33421,Dear Wendy (2005),3.449,69
44511,Unknown White Male (2005),3.205,22
7563,"Discovery of Heaven, The (2001)",3.316,19
48414,Open Season (2006),3.057,167
2117,1984 (a.k.a. Nineteen Eighty-Four) (1984),3.617,1746
5680,Auto Focus (2002),3.292,391
59022,Harold & Kumar Escape from Guantanamo Bay (2008),3.325,228
2994,"City, The (La Ciudad) (1998)",3.309,55
6029,Fun in Acapulco (1963),2.759,29
4647,Jackpot (2001),2.528,18
8402,Book of Love (1990),2.882,17
3825,Coyote Ugly (2000),2.715,1991
4842,"Dogs of War, The (1980)",3.523,150
764,Heavy (1995),3.376,391
26139,In Harm's Way (1965),3.378,37
33140,Down and Derby (2005),3.500,1
4133,Masters of the Universe (1987),2.303,777
5801,"Russians Are Coming, the Russians Are Coming, The (1966)",3.597,290
8757,Lovers and Other Strangers (1970),3.775,20
36545,G (2002),2.667,9
3286,Snow Day (2000),2.194,446
949,East of Eden (1955),3.954,1236
4768,"Dr. Mabuse: The Gambler (Dr. Mabuse, der Spieler) (1922)",3.616,69
25769,"Steamboat Bill, Jr. (1928)",3.964,97
45726,"You, Me and Dupree (2006)",2.819,351
6818,Come and See (Idi i smotri) (1985),3.962,120
57690,"Shoes of the Fisherman, The (1968)",3.429,14
4206,"Mighty Quinn, The (1989)",3.137,139
3252,Scent of a Woman (1992),3.707,3656
4628,New York Stories (1989),3.317,379
6892,"Singing Detective, The (2003)",2.847,85
54328,My Best Friend (Mon meilleur ami) (2006),3.310,21
8338,Black Narcissus (1947),3.944,135
5210,"Burial Ground (a.k.a. Zombie Horror) (a.k.a. Zombie 3) (Notti del Terrore, Le) (1981)",1.833,27
6023,Band of Outsiders (Bande à part) (1964),4.047,179
4160,"Widow of St. Pierre, The (La Veuve de Saint-Pierre) (2000)",3.656,202
2781,"Tingler, The (1959)",3.173,199
6123,Sunless (Sans Soleil) (1983),4.092,71
61638,Flu Bird Horror (2008),1.500,1
