UserID,TagCount
70243,25
10329,2
4549,5
32369,4
45562,1
7195,4
42164,2
61805,6
69374,93
16094,137
26913,8
41371,6
56200,2
67042,2
69232,6
5829,34
42122,10
51761,1
18933,1
29462,520
35455,10
54503,1
59311,4
10200,1
16103,1
55315,1
66390,1
67921,21
68035,10
68151,2
7919,2
11613,781
17363,1
40284,3
17334,1
20709,2
25416,2
31682,1
42291,1
52707,144
15937,37
29538,73
35069,1
40457,3
55403,1
28300,15
37321,3
41946,1
62420,2
10564,8
34325,2
63604,1057
5210,1
7530,1
8787,40
37882,1
50160,25
57546,2
15996,3
17978,1
69660,14
9522,26
10827,1
11277,1
15250,1
26057,8
33222,2
35408,18
37173,1
8970,8
38596,10
66902,3
67268,5
28113,1
67840,1
20729,423
26624,52
30846,3
31702,1
36587,7
17755,107
56298,1
60772,1
65932,2
6038,8
21101,5
41745,1
57187,1
66227,28
11335,1
18516,1
29435,3
67422,12
13718,1
42337,1
46491,10
57458,11
2801,2
29709,1
30147,1
47438,31
48316,2
1539,6
2853,1
4682,1
21517,2
40375,1
42914,1
16295,1
43162,3
49879,4
50510,1
25520,1
26136,1
64949,1
35553,1
46985,1
57803,3
9469,1
21838,9
46824,1
56030,68
5076,3
16003,1
19762,96
66516,15
69291,3
43308,1
54250,1
70100,5
70188,7
15329,1
32035,1
36203,2
55065,1
59082,1
26873,3
67171,115
14292,3
27778,3
63213,10
13436,2
23099,11
31088,1
35899,2
57606,1
34881,14
41691,2
45987,18
50543,1
10356,8
26309,1
57464,1
57561,1
70299,29
4544,1
12986,8
16850,4
17883,7
64363,135
67767,2
31854,3
18295,4
41587,1
31170,19
44068,101
46586,44
60556,4
68891,6
70187,6
7939,11
29437,1
39607,5
57050,3
7637,1
18054,2
38119,4
38726,69
41788,1
43867,2
51933,3
52595,12
54966,1
19493,18
34744,6
37037,7
50011,1
60206,1
1198,1
4254,2
6018,1
17288,255
32997,2
36618,1
37857,1
39901,1
52870,1
57120,2
51966,1
64062,2
65081,2
70753,115
11220,8
17307,1
20435,2
55388,6
59571,1
5552,7
29961,1
36794,2
51813,1
54740,57
64515,3
66892,324
7625,37
8030,1
9965,1
56915,1
57035,26
61544,1
69066,1
47358,1
66937,2
9245,7
12866,7
15157,6
16289,74
23392,3
37135,1
48326,8
63805,1
11930,1
13656,1
18802,44
41609,1
52050,2
67418,10
15037,1
17461,2
24014,1
25801,1
57928,1
66541,2
11451,1
12040,1
18434,3
19171,1
26029,3
15105,3
2842,2
17623,2
33694,1
60363,2
13877,1
30810,2
32747,6
61592,3
71414,27
13853,1
6119,61
12691,3
56950,2
60885,5
6862,1
19804,1
43072,1
45156,7
62012,130
68516,9
69153,4
15816,1
37938,1
38281,5
39104,1
44706,4
51901,3
63232,2
67865,5
5637,71
11758,1
21767,11
34030,1
50228,1
374,26
8996,3
36784,341
37195,2
40800,158
53996,1
6443,1
12526,1
15974,1
26291,3
40930,73
45129,255
57175,1
8740,1
12458,1
30584,3
35415,1
59461,1
62625,4
845,9
30491,1
30984,3
52418,2
69399,15
70313,2
1443,1
18093,288
21566,1
25007,1
26589,7
49276,46
6289,1
17249,1
55790,4
67401,8
2778,1
21558,1
45642,3
52409,1
63556,2
46224,1
59182,116
62141,3
47924,1
52983,42
69805,2
52592,1
60359,1
49696,12
283,3
3039,1
10084,15
29442,89
31911,92
12451,34
14911,3
28948,1
38263,1
47768,1
69738,108
71497,51
15663,1
18457,1
20281,15
22041,3
26537,1
63458,10
10885,12
52076,1
4291,3
17999,6
32861,220
48290,5
54735,3
38690,2
47613,3
51738,5
1338,4
27112,1
44895,1
46685,2
56669,1
61065,1
6224,1
21339,3
47592,2
54627,1
10739,5
25890,14
28892,32
43641,1
54730,3
2532,1
8217,1
18678,1
39082,1
49270,1
59468,13
6052,1
20974,2
25594,1
37754,10
44030,53
46127,1
64581,1
67594,1
38390,1
45314,1
30490,2
8937,2
33477,197
59012,31
63336,1
12272,1
55737,1
66929,5
46624,1
66396,1
68755,1
1392,5
40872,9
58232,1
66834,5
70617,6
34906,2
61379,1
12621,2
24929,40
4591,1
20144,1
32011,9
55992,3
69261,1
22815,109
24634,6
43966,3
48652,1
53127,3
63405,1
717,1
8114,5
24517,21
40456,30
59529,27
69068,6
9470,1
42490,2
56608,5
61674,3
25197,10
30687,1
35886,1
36803,2
41726,100
55314,1
222,1
8766,1
28642,2
40737,7
325,10
2985,1
5459,1
13695,2
39033,27
41130,108
981,3
2612,1
42773,1
50970,300
53382,1
18293,1
53667,1
66476,1
71394,5
11744,186
25412,7
7354,6
25752,3
31104,3
39316,30
13346,1
23581,23
34039,1
52379,1
55117,1
56989,13
69341,22
60599,1
11229,1
32357,2
67524,26
3849,3
17615,2
36079,17
54129,13
42551,1
59801,2
66238,15
760,1
29674,6
50156,1
51976,5
2212,25
2658,1
34405,252
39136,1
50783,11
55113,1
62372,1
3999,1
13397,3
66190,5
21708,1
27935,3
35533,2
36655,2
42908,2
43779,2
59389,6
62539,1
16302,3
8051,1
11457,13
13222,5
18015,436
28129,2
39054,1
59285,8
66532,6
611,1
25097,2
33460,40
133,5
11149,2
2904,1
5063,3
45356,2
45815,1
18461,5
21672,8
62719,1
33770,14
40863,6
46890,3
2930,1
3386,15
19341,3
25425,8
8758,1
19402,2
51191,7
24870,1
26692,1
28281,4
40194,1
55736,2
67841,1
68986,243
7317,1
52000,2
63991,6
16098,7
60166,5
67749,1
1915,7
21277,7
29948,7
32512,5
38882,1
67321,15
28521,1
31820,1
51816,4
55865,81
62686,1
22386,6
25384,1
39513,5
67119,20
8585,1
13403,38
44970,1
47398,4
60963,5
60999,1
548,1
15358,6
62989,60
9416,2
23894,3
51499,1
622,137
2024,11
13694,24
28414,2
44285,5
68207,25
7008,1
13561,6
28101,2
31375,1
34757,8
59527,4
67658,5
71483,1
35078,1
40603,4
43591,1
68118,28
24263,12
51198,53
284,30
17710,4
33974,6
34918,1
44604,3
66406,4
66970,6
9595,89
24668,2
27279,1
63086,1
66825,1
1751,281
26152,1
28492,48
32931,3
38928,1
50503,1
50878,4
56596,1
12265,50
13376,1
14029,6
21301,1
29985,1
30388,1
30980,6
60296,4
13472,2
42017,5
57208,1
70801,3
16779,12
69358,28
13014,39
34796,3
60331,1
62354,1
67070,8
68523,27
6264,7
12221,1
62880,16
71307,1
59358,2
66527,7
22055,1
23850,68
34814,1
49626,8
16677,2
30275,9
46441,10
61540,5
68465,9
22961,2
29490,15
40826,1
43017,43
48621,260
30174,1
33771,1
39065,149
36553,3
42904,1
63926,1
16149,1
34900,69
3868,1
14246,8
24266,1
49309,4
64364,1
66020,14
8651,5
37023,1
55124,3
66533,4
69345,8
27115,4
28122,36
31297,2
31584,2
36663,3
53379,16
54087,10
44572,2
722,8
1457,5
18205,3
21426,2
36004,1
8423,35
19668,5
27302,1
49882,701
54550,2
70642,1
7587,1
35665,2
60890,2
68263,12
5706,6
10476,36
13897,4
16754,7
17312,202
26685,3
29787,1
45594,1
6532,1
8545,1
20189,4
37001,3
40174,14
51336,1
55327,5
63717,3
13531,10
18082,4
18797,17
19916,2
51707,8
68026,25
8302,40
9127,8
15780,22
20897,28
66650,20
21420,1
39746,7
42191,2
43108,1
61240,8
62352,2
28427,2
34277,1
51118,240
4335,3
13914,11
18669,12
47945,3
64280,1
22798,2
24423,9
26654,2
28350,6
39137,2
53155,1
233,6
70066,5
60334,2
6504,6
33305,24
34671,21
35335,1
39946,2
24072,4
24234,34
65839,2
2645,3
3017,30
1355,33
23423,8
35022,19
5008,1
68623,9
17647,168
25454,2
57897,49
65868,5
12468,1
20121,3
32601,14
37934,1
57022,82
60395,4
66151,1
69062,5
51378,4
13216,2
25730,66
42500,55
61481,1
65135,2
1272,5
2204,5
7248,6
58577,1
7815,17
17725,2
38804,1
2953,10
4800,1
519,2
20809,3
23318,2
32989,1
62795,1
6227,2
19909,68
6449,3
6785,128
22578,1
33384,3632
46573,1
28160,2
29018,1
62637,1
67066,24
9139,1
10117,3
34687,11
21668,1
20734,1
66978,7
3224,2
16234,2
19648,1
26285,1
49370,1
52060,2
64012,1
64534,1
15650,4
40344,20
62084,1
68172,5
69260,1
69838,5
2901,24
12490,1
12088,4
25388,1
42678,1
19986,2
21947,30
6946,2
23634,2
36659,1
64411,4
9426,8
27919,3
57672,2
69930,5
70001,25
673,1
27748,1
34378,1
45938,1
48337,37
68829,3
1504,8
19546,1
37021,6
65064,2
38396,53
60891,1
71037,9
25686,3
53335,1
54092,1
56215,1
11486,2
27407,9
32521,1
44264,4
53742,2
68988,43
70078,7
2030,72
6722,1
31068,2
53905,3
64294,28
65607,18
9034,2
18506,1
23741,1
24230,2
31786,4
40957,4
6348,4
10768,4
43944,1
26771,1
70760,13
47152,2
15,1
12259,1
22095,231
22406,7
25679,56
43366,3
46931,1
49148,1
2040,2
29949,3
31949,6
47165,2
60051,1
67488,8
69013,1
69986,1
4728,16
11411,10
20440,1
24708,9
25945,1
33585,38
55330,29
65610,1
30977,3
46278,1
60170,1
68590,1
70368,1
8043,93
10905,1
40417,5
46449,2
58213,1
65867,3
1298,1
19741,1
11188,1
18718,4
34680,55
35002,3
58470,1
12057,1
3104,4
23733,19
50888,2
63120,6
68954,1
23814,1
29701,3
33052,1
48487,3
15436,5
40388,1
67001,17
68899,1
36117,1
39935,60
383,5
11421,1
39608,10
60607,1
69421,1
69378,9
4002,1
18946,6
25646,7
27662,9
31175,264
46126,13
57274,14
41070,1
53059,1
61281,3
36049,18
37713,7
63973,1
28653,20
68883,3
19970,4
20576,1
71062,27
19175,3
52778,12
59462,1
1724,3
2536,1
3595,26
59920,1
44697,1
54060,1
56959,3
58846,1
1278,2
54528,2
55645,1
66128,15
57962,15
29658,1
30500,1
40368,1
43631,1
11424,18
66804,7
68707,1
1698,17
37877,1
4944,12
6311,18
10051,1
11728,1
16462,1
25606,7
42937,1
7536,6
32097,1
43205,1
47654,5
54817,2
21186,2
57778,1
1682,9
3622,1
13880,2
60450,10
18983,15
28842,1
56453,1
67809,5
55193,6
69737,1
20492,1
21930,36
170,1
17700,1
36879,20
55620,1
64587,2
28645,7
52147,1
25461,5
35785,4
47677,1
69022,2
5031,3
6477,1
21847,2
33385,1
33891,7
4352,2
54876,3
67756,5
21374,217
66770,15
24695,4
26316,1
55700,1
62787,1
13396,1
26734,7
43726,1
46762,10
69425,1
26712,3
32406,1
64961,1
65178,1
41987,1
50049,2
58527,1
62506,8
10232,1
10516,16
10791,3
19619,1
49661,7
54274,1
70998,6
46603,4
14222,105
17044,256
49365,1
9733,1
14910,2
19409,1
49236,2
53902,2
55909,1
28434,1
49120,1
52298,3
60509,4
9030,1
22198,36
29501,19
2276,5
19866,10
21857,1
22125,2
41540,1
66893,1
16389,14
21440,2
38437,1
58613,1
10931,5
21835,1
46940,1
68044,1
5757,2
26481,1
38298,1
49996,1
69880,2
4137,1
10555,6012
19391,60
27773,1
2513,1
23449,1
64809,1
26964,1
28011,2
30836,3
43744,1
24158,79
42223,1
48164,3
60374,101
67189,1
78,1
13151,1
58601,1
65692,1
2053,2
9085,1
11240,6
13870,1
20226,17
64601,1
65420,1
17946,1
40465,3
70253,6
13938,11
15399,4
20321,2
40776,1
52930,14
23386,30
24853,1
33994,1
57097,1
687,1
25,2
1447,14
32544,1
36527,3
43666,1
68708,3
2546,2
33481,6
41103,1
15804,66
23422,1
59499,33
52248,1
68163,1
7551,3
12601,3
19982,5
23437,1
8282,1
12764,1
17597,9
27915,2
34101,2
48856,3
71424,28
17924,3
26007,3
31130,4
37580,1
45217,2
3743,25
20758,1
20769,1
33008,16
49492,2
62974,2
68803,26
69875,31
11050,1
14323,2
28438,1
33240,1
63060,1
66164,1
70151,6
11638,1
15311,3
33518,2
40813,1
47384,100
929,5
21878,1
63348,2
1652,2
22075,20
24104,1
56124,1
63819,2
57051,13
70369,2
12273,126
43797,1
51232,6
59050,3
70712,25
1267,1
22025,199
25635,1
67487,50
67666,3
147,2
16574,2
43928,1
54857,1
27441,1
68267,1
1224,26
6375,1
16322,2
27363,3
37539,1
40101,1
2558,1
38960,2
56345,165
850,16
16751,3
38745,1
39979,1
52305,21
31822,1
52881,1
66726,23
25359,1
60798,2
615,2
880,5
12626,9
36685,1
55715,3
57977,2
70120,6
70542,4
25462,1
31879,8
68105,5
70742,1
47528,4
51716,2
28962,5
36033,1
37553,23
51066,1
55841,37
30849,7
67126,5
68046,25
3429,1
5978,2
25649,4
45070,3
66862,18
5494,19
11244,3
14578,1
23922,2
4003,1
4575,1
5240,1
35620,3
56108,1
20409,1
23087,6
30142,1
30711,1
32736,57
36725,5
42917,1
43718,1
48097,1
53565,2
40693,1
41238,1
36678,12
38047,2
63729,2
13815,1
51699,5
51972,3
58160,272
24931,1
33171,3
38503,1
49613,1
58604,2
70107,1
42237,1
68393,28
240,1
35064,4
55186,1
68112,28
2852,13
36875,1
45398,3
692,25
23389,2
45711,4
48890,17
52834,3
57972,15
53610,2
55899,1
5956,28
8209,1
15096,12
8463,1
37762,3
65851,17
66129,1124
15789,1
36688,2
19923,30
35821,90
3512,1
17541,11
31193,1
33641,1
56510,2
65158,4
42054,1
53117,1
70142,25
22453,5
25570,6
64115,1
16587,1
23032,686
25915,10
28877,2
39629,9
7181,25
52917,1
2643,221
4827,20
14454,1
43281,1
48933,1
48038,2
52906,41
4087,1
34801,2
16758,2
22089,4
27072,8
65522,7
7695,1
16565,2
53347,1
6082,1
12313,3
23647,149
29559,2
41688,2
43706,1
44258,1
55840,74
68618,5
11569,1
12064,1
67901,2
9988,2
57787,1
60670,4
10644,2
39,5
31735,1
32978,2
58709,7
63976,2
17298,2
13748,1
21522,234
8707,2
25286,7
31317,1
68050,22
1356,4
45583,3
51013,4
40236,2
50354,1
54980,2
17636,1
18473,6
18775,1
50638,1
70899,2
476,2
1174,4
13890,18
28508,1
24201,2
14141,1
22278,4
67267,2
1035,5
4998,1
9177,3
12941,1
13595,1
24815,1
68017,1
3844,34
10094,2
14653,89
23796,1
46964,3
63272,1
1946,5
46641,1
52029,2
53315,3
56686,2
1988,2
7172,1
10272,8
13937,5
33202,2
61969,1
65392,1
71262,25
8642,2
11258,2
36346,2
55560,1
64063,1
15783,39
44241,4
55936,3
7704,11
51167,2
67538,2
1049,12
50992,58
56738,1
69388,182
6169,1
15716,1
22713,90
45658,1
69576,12
5844,2
15745,1
52021,5
13283,3
23561,1
29402,3
38801,1
48006,16
51213,5
52141,2
31124,2
58236,1
3962,182
23113,4
39839,2
60039,3
51792,1
10319,1
22609,23
64344,16
68093,7
21205,4
25460,53
50324,2
52961,4
56896,17
69795,2
5285,5
24386,2
31739,1
2766,1
16428,5
36677,1
10817,5
12543,1
69551,1
3710,1
12760,15
17909,34
36082,1
39463,3
63024,1
37820,1
43906,2
45236,1
60324,8
60674,6
35315,1
46121,2
53429,2
3489,26
6189,3
9799,2
41753,2
4737,50
17688,5
24076,2
27152,3
21531,1
29892,19
32445,1
36347,1
68750,25
21349,31
69590,7
70560,1
25548,3
24026,5
37396,2
51059,2
57315,1
11425,2
20987,90
24641,2
57835,1
45286,7
56281,4
69213,5
70698,44
4022,40
29740,1
48905,143
52243,8
58554,2
59148,7
9288,8
31472,1
39191,1
48052,4
49902,1
23865,1
35105,7
56191,2
56568,1
65403,3
19864,3
24132,126
28830,3
47479,1
5593,1
31209,2
40328,15
59219,1
20950,2
8094,1
19576,45
43948,12
54034,1
60889,1
63438,1
28851,1
1622,2
1778,3
67954,3
18724,3
23947,17
25913,1
27648,1
11114,256
52806,308
68864,6
11937,2
14378,2
48776,2
49527,4
61968,3
8584,3
31625,1
9011,2
28654,1
6750,1
15558,4
31747,1
41154,10
49361,2
61400,7
14239,9
54637,1
2517,1
2891,1
15844,1
46672,1
57973,87
62946,4
70287,5
14421,1
31309,1
34783,7
36937,1
69707,6
14775,2
27626,4
67880,1
45636,1
54193,1
62847,24
71487,3
25450,342
27743,2
29319,6
49606,1
50653,1
63700,1
66149,39
66289,16
48,2
16949,17
20298,1
23221,2
25914,1
43113,67
69891,21
13266,9
38373,1
62857,10
2456,159
3205,1
21372,19
29360,1
44129,9
67010,1
67608,1
8409,1
65599,1
68637,31
10191,8
20385,1
34197,19
38635,1
42067,1
62763,1
66619,18
69867,49
7612,8
19306,3
8604,10
19106,66
27164,2
35141,9
48743,67
63507,340
71420,63
23712,2
46656,8
69517,29
3193,3
41573,5
67306,1
3911,5
6400,16
25269,1
38902,1
57912,24
64540,121
21872,17
49334,1
50818,6
64642,6
69480,26
23829,1
32835,2
67033,16
5925,2
12890,1
5462,6
12950,1
51673,3
17074,1
40116,1
65189,3
43501,6
51123,1
64502,2
42868,1
46494,3
6616,1
27947,26
42789,5
25976,1
40570,1
42664,1
69778,1
1241,5
44038,1
58567,2
60713,226
71478,8
24221,296
41976,1
65262,3
27685,16
40703,1
64608,1
9529,1
32315,1
50847,13
60091,2
63631,2
63872,1
68778,25
26549,2
32264,6
34368,1
41394,17
59379,23
60307,26
25248,12
59785,7
6528,2
6571,1
19141,1
19870,1
38722,1
46407,5
51086,9
2435,3
25244,9
32365,5
48726,1
57767,3
2693,5
3825,25
8621,1
16140,3
22872,10
41066,3
44287,2
38391,4
61259,1
71149,253
1017,7
3600,1
5161,21
10167,1
26504,1
44297,5
50260,2
64070,2
16419,12
18161,24
18367,17
25038,151
14953,1
46291,1
47448,820
57819,15
58425,2
1894,2
10335,5
22035,3
26284,1
26765,1
31813,7
29942,42
51954,293
52136,1
64133,1
69976,25
28734,2
29092,1
50028,3
51230,4
54767,1
45290,177
47485,2
65185,1
68055,27
13916,1
37657,1
35439,1
53473,1
38728,1
60863,16
63457,1
53022,2
57645,1
8624,152
11802,12
24532,4
28082,1
32634,1
62390,5
69135,10
28974,6
57102,2
68419,1
49,15
2014,6
28154,1
30315,1
44495,30
52289,2
20061,1
38256,1
44294,15
54908,4
57512,8
63603,3
3630,7
9057,1
14679,110
20438,2
30972,1
34145,2
68156,5
8610,16
12818,2
32308,1
33943,13
40209,14
64286,1
12391,1
31631,1
43792,309
13086,27
728,25
20598,1
46369,4
16235,4
19475,4
27744,54
49342,2
62646,2
66213,1
34384,3
10221,12
28952,1
63116,4
626,7
46754,15
6905,1
18379,1
20025,6
22957,26
38720,1
3174,8
15061,5
18878,1
28342,2
42747,1
61154,1
69716,1
70407,3
39431,1
46375,24
59078,1
19963,8
21171,1
26942,1
61360,1
42254,1
63583,4
18742,4
22717,3
42552,3
4905,1
21814,2
28299,1
57446,1
59771,8
71278,3
41644,1
58441,3
4188,2
26454,1
34273,1
70374,3
3478,1
6150,1
11760,1
13454,24
18068,3
22206,1
40810,1
42698,1
533,11
30274,6
30864,2
35462,1
59433,8
62776,1
67363,2
69245,16
18151,1
20133,4
34857,38
64969,1
10020,2
14149,1
17266,4
22302,28
23572,1
41002,1
43353,1
47243,5
3490,10
11368,11
18849,1
18969,1
52610,7
66524,1
55433,1
61020,4
4011,7
28384,2
39799,1
55511,8
62319,1
8286,1
14973,6
16425,1
23365,2
36612,1
60486,4
1393,1
9737,5
38111,2
46959,21
53042,1
8194,2
33196,1
545,1
8296,3
37698,402
51259,10
58686,1
21523,1
66328,2
28039,2
40743,1
47002,5
55398,61
70421,26
13049,1
16836,16
27238,5
32848,1
37419,214
55949,1
67826,5
11162,4
2706,1
47540,4
68392,1
37196,4
56498,2
59496,6
66345,2
66780,7
1496,6
28048,1
61381,1
68773,29
69820,30
3369,4
15168,2
16321,9
19806,1
23129,1
27968,1
48717,1364
59439,8
11653,1
24231,22
29477,2
10231,1
14614,22
14888,1
23244,2
6971,2
1056,25
27306,28
37239,3
40003,4
41391,7
61855,1
67920,1
20536,1
23953,10
25411,1
50000,2
9134,1
26508,1
7088,26
18673,7
26674,7
32663,1
52572,1
17427,3
48919,7
5899,7
9277,3
16004,2
26704,9
2556,1
6132,4
6496,3
8893,3
36294,1
37972,1
39897,2
52580,8
9264,1
28114,1
57420,2
62055,30
62252,2
66136,6
70340,4
3392,44
18896,3
4697,121
15965,1
16039,2
25907,47
26582,1
41829,2
46085,62
70816,29
5321,1
23611,1
34420,2
66831,7
20141,1
21237,2
22371,3
55468,1
10523,2
26243,2
69935,73
20812,2
48674,2
55491,2
1107,116
11825,1
59738,2
60182,1
64370,2
15286,1
17477,2
53859,45
70645,25
3320,1
17970,1
24126,27
32293,5
35595,5
487,5
41661,6
51373,1
54716,17
7127,1
15714,2
28105,1
32411,5
44117,11
50325,1
55606,2
68722,1
57782,1
68374,1
19018,10
39787,2
43700,1
16485,1
20355,16
70062,1
2316,2
11912,4
16930,141
36667,1
32,1
22461,1
66784,25
3331,1
68746,1
13043,8
31509,1
43102,10
43523,1
51033,237
32831,2
54217,24
56758,1
59474,3
66553,2
71536,3
23172,4034
33599,4
46507,2
1160,1
8699,12
69469,3
38662,109
59995,1
35345,1
39362,4
40347,1
65847,3
71132,1
7461,3
46807,2
47078,1
47208,1
20821,1
63412,12
70946,25
2136,1
14208,1
70047,25
26740,2
50377,1
858,2
21062,5
12334,5
39812,4
67993,5
69940,5
1042,2
25831,1
25867,3
33141,2
43883,6
60738,7
67936,3
2771,4
19820,7
45805,1
36280,1
46257,3
52751,1
67559,1
67635,1
1757,13
15702,3
47911,1
11255,1
41234,3
30477,2
61915,13
3541,24
20262,4
34985,146
35543,1
39677,46
69044,26
8531,1
17384,6
19854,4
44485,26
63303,1
5166,1
48802,1
31,5
29680,25
38854,2
64821,374
10181,11
17489,1
19164,1
43449,4
19899,3
22869,1
28317,1
30624,3
41027,5
50399,1
18404,4
29401,1
70426,6
2108,2
19575,3
25712,6
28581,1
43397,3
27713,1
66813,15
67465,1
50295,1
55146,1
60158,26
43699,211
64931,1
9060,6
14171,17
35488,3
39981,7
61137,21
69629,25
12124,1
26138,1
50403,2
55752,3
58763,1
11043,1
60297,1
17094,1
23011,58
25268,4
39760,1
40580,1
53516,2
68076,16
66028,1
10059,5
12309,3
17463,3
18666,599
35442,2
59750,2
2218,7
52235,1
54066,7
12921,1
28473,4
40421,18
8048,3
23260,1
36559,41
47502,1
2075,3
9593,1
13781,4
17937,1
35438,1
68947,3
40664,1
58001,1
16890,1
25741,3
39985,25
67330,5
457,2
9482,1
11057,9
20003,1
36632,4
55935,8
30756,1
65060,1
48803,1
52882,32
58203,2
30310,20
7743,2
14361,9
15111,1
17054,1
19587,4
14844,9
35660,9
36413,3
48600,237
54163,1
9475,15
42367,1
70435,5
43213,252
6362,192
61878,3
28798,1
32508,4
39986,1
54142,1
13005,3
16972,1
31784,6
43387,1
59577,8
58119,1
4375,1
10154,8
14895,24
15449,1
21457,1
25055,2
11239,3
65301,1
10652,3
12046,13
15722,10
60072,5
68961,8
2471,14
12949,1
16168,6
23862,8
48395,35
67924,2
10674,11
33751,2
48548,1
53045,1
60510,3
30616,1
45586,1
71123,2
2854,129
27170,1
27593,1
49066,1
58842,2
24885,2
29727,5
39262,1
45257,1
12051,2
14479,8
23110,287
28001,1
40837,3
58874,1
1010,4
29369,2
37025,1
40719,1
11338,9
12383,2
47780,8
62042,1
13233,1
959,6
12622,1
40488,1
19080,2
33528,8
60661,3
18510,2
41258,2
49935,2
52591,1
71331,194
26881,1
32021,1
36637,2
61875,2
1188,3
19562,18
20832,1
68584,16
45814,2
71140,27
146,1648
44361,1
49043,17
65869,7
69393,3
62547,4
65174,1
10471,1
42138,6
44053,1
50517,1
67257,1
71055,3
15385,1
21184,3
26563,1
51218,1
53241,5
65805,3
12554,26
11228,1
26116,129
48076,1
68242,2
68252,1
7944,1
10215,3
59557,9
64385,2
18853,3
19519,10
62435,3
1122,7
17528,2
20263,1
23619,62
60692,1
1164,8
5325,6
10064,1
35051,1
59193,3
2571,1
63198,29
71529,3
8669,1
19520,1
70623,1
12356,1
15817,1
43189,25
44041,24
67430,9
18687,1
35211,1
37957,3
46353,42
62133,3
70789,1
8127,1
8930,15
41727,1
61765,3
9117,74
48437,2
57475,25
1806,18
42582,1
68441,27
47357,2
28421,1
45120,2
67325,1
25249,3
59304,1
61019,1
11515,2
45894,2
64621,1
69504,2
9811,3
10506,1
12759,12
16610,544
38748,15
2644,14
9976,5
62394,2
67795,31
49032,1
3527,3
13614,14
14036,1
26198,1
38765,1
60036,9
60190,7
70775,7
30897,1
33577,1
36802,7
60564,48
69894,6
1613,3
17632,6
23388,5811
35272,1
39599,1
42445,4
58661,2
10936,5
11810,1
17779,52
5227,1
498,23
2606,41
35530,2
49914,1
58174,1
1436,16
8128,1
9292,2
29225,4
32299,2
62323,2
62425,1
67697,25
6323,3
19185,12
26785,8
50607,2
66457,16
68407,1
10132,25
69253,20
7711,2
16031,14
21843,7
37098,1
39831,1
48280,4
13716,15
71155,25
5936,4
12428,8
23301,4
31937,2
42437,1
52827,1
24560,1
46185,12
28914,2
35583,1
42221,1
67966,6
12126,5
16987,1
40648,2
56900,3
70362,1
12299,1
39390,6
944,77
5831,5
8321,1
39917,2
51112,1
63395,26
4356,4
8477,2
13970,2
14531,2
49265,220
55796,1
57138,2
299,5
20028,1
47544,1
7477,1
29202,1
41464,1
44341,1
48823,1
69195,192
75,1
7095,2
8619,2
9807,2
21624,6
52678,4
68087,17
922,8
35461,1
38889,7
58417,2
61910,3
67139,1
16155,16
28481,8
43593,1
51416,3
14160,29
23910,1
39272,2
1047,1
11555,1
19832,1
23473,1
29421,44
30335,1
38927,50
44737,1
13029,2
20029,2
9845,1
11420,3
47249,16
69555,28
16113,1
23360,2
30698,2
48370,4
66032,26
637,2
