UserID,MovieID,Rating
11,2396,5.0
11,2405,4.0
11,2406,4.0
11,2407,4.0
11,2424,5.0
11,2470,4.0
12,253,3.0
12,5,3.0
12,454,3.0
12,736,4.0
12,780,5.0
12,345,4.0
12,1333,4.0
12,1033,3.0
12,1127,4.0
12,2340,3.0
12,2672,3.0
12,2712,3.0
12,2762,5.0
12,2840,3.0
12,2858,4.0
12,2908,3.0
12,2413,2.0
12,2959,4.0
12,2369,3.0
12,1391,4.0
12,2976,4.0
12,2431,4.0
12,2628,4.0
12,2987,4.0
12,3115,3.0
12,3147,5.0
12,3155,3.0
12,3156,3.0
12,3175,4.0
12,3176,3.0
12,3186,4.0
12,3238,2.0
12,3287,2.0
12,3300,3.0
12,3301,4.0
12,3354,3.0
12,3355,4.0
12,3452,3.0
12,3457,4.0
12,3552,4.0
12,3578,4.0
12,3591,3.0
12,3593,2.0
12,3608,2.0
12,3033,3.0
12,3624,4.0
12,3745,4.0
12,3755,3.0
13,2,3.0
13,20,3.0
13,23,4.0
13,31,2.0
13,50,5.0
13,71,2.0
13,88,4.0
13,141,2.0
13,173,3.0
13,253,4.0
13,266,3.0
13,296,4.0
13,315,4.0
13,325,3.0
13,344,4.0
13,349,5.0
13,423,4.0
13,471,3.0
13,569,3.0
13,377,3.0
13,586,2.0
13,608,3.0
13,648,3.0
13,661,2.0
13,708,2.0
13,809,3.0
13,870,2.0
13,912,4.0
13,924,5.0
13,973,3.0
13,996,4.0
13,595,3.0
13,1035,3.0
13,1079,4.0
13,1089,4.0
12,3053,3.0
13,1097,4.0
13,1105,2.0
13,1113,3.0
13,1126,3.0
13,1193,4.0
13,1196,3.0
13,1197,4.0
13,1210,4.0
13,1225,5.0
13,1234,4.0
13,1249,4.0
13,1324,2.0
13,1367,3.0
13,1203,4.0
13,1374,4.0
12,2995,3.0
14,1,3.0
14,2,3.0
14,260,4.5
14,333,3.5
14,343,2.5
14,837,4.5
14,902,3.5
14,953,4.5
14,1029,4.0
14,524,4.0
14,1066,3.5
14,1073,3.0
14,1136,5.0
14,1196,4.0
14,1197,4.5
14,1210,4.5
14,1088,4.0
14,1517,2.0
14,1583,2.5
14,1688,4.5
14,1947,4.0
14,2006,3.0
14,1923,2.5
14,2012,3.0
14,2087,4.0
14,2114,3.0
14,2125,4.0
14,2413,4.5
14,2683,3.0
14,2746,4.0
14,2886,4.0
14,1513,0.5
14,3255,4.5
14,3791,2.5
14,3948,2.5
14,3990,2.0
14,4014,3.0
14,2687,3.0
14,4015,1.0
14,4308,5.0
14,1028,3.5
14,4822,2.0
14,4025,4.0
14,4886,3.0
14,4896,3.5
14,4961,0.5
14,5066,3.5
14,5299,5.0
14,5349,4.0
14,5378,2.5
16,29,4.0
16,32,5.0
16,196,2.0
16,198,2.0
16,260,5.0
16,367,3.0
16,480,3.0
16,541,3.0
16,611,3.0
16,849,2.0
16,924,5.0
16,1037,2.0
16,1077,4.0
16,1127,4.0
16,1175,5.0
16,1196,5.0
16,1199,4.0
16,1097,4.0
16,1200,4.0
16,1206,4.0
16,1210,5.0
16,1215,4.0
16,1240,5.0
16,1214,4.0
16,1306,5.0
16,1320,3.0
16,1391,3.0
16,1527,5.0
16,1570,5.0
16,1573,4.0
16,1580,4.0
16,1676,5.0
16,1690,4.0
16,1779,4.0
16,1967,3.0
16,2011,3.0
16,2116,3.0
16,2143,3.0
16,2161,3.0
16,2193,4.0
16,2360,4.0
17,32,3.0
17,260,5.0
17,50,3.0
16,1129,3.0
17,589,3.0
17,593,5.0
17,802,5.0
17,858,5.0
17,903,5.0
17,915,5.0
17,941,3.0
17,965,5.0
17,1017,3.0
17,908,5.0
17,1193,5.0
17,111,5.0
17,1214,5.0
17,1219,5.0
17,1249,5.0
17,1252,5.0
17,1321,5.0
17,1892,3.0
17,1918,4.0
17,1987,1.0
17,1702,3.0
17,1997,5.0
17,2054,4.0
17,2094,4.0
17,2291,5.0
17,2006,2.0
17,2368,1.0
17,2571,1.0
17,2648,4.0
17,2662,3.0
17,2701,2.0
17,2728,3.0
17,2762,5.0
17,2985,2.0
17,3074,3.0
17,3101,5.0
17,3406,3.0
17,3435,5.0
17,2353,5.0
17,3476,3.0
17,3516,4.0
17,3634,3.0
17,3704,5.0
17,3793,5.0
17,3960,3.0
17,4033,3.0
17,4102,5.0
18,1,3.0
18,2,3.0
18,5,1.0
18,7,2.5
18,17,4.0
18,20,3.5
18,10,4.0
18,11,3.0
18,34,3.5
18,36,4.5
18,32,4.0
18,23,4.0
18,95,4.0
18,104,3.0
18,105,3.0
18,110,4.5
18,112,3.5
18,145,4.0
18,150,4.0
18,163,4.0
18,62,4.0
18,45,4.0
18,47,4.5
18,169,0.5
18,216,3.5
18,225,3.5
18,231,2.5
18,252,3.5
18,253,4.0
18,260,4.0
18,276,3.0
18,165,4.0
18,290,4.5
18,288,4.5
18,25,4.0
18,296,5.0
18,300,3.0
18,317,2.0
18,318,4.5
18,342,4.0
18,344,3.5
18,345,4.0
18,303,3.5
18,353,4.0
18,356,4.5
18,357,3.5
18,361,3.5
18,364,3.0
18,367,3.0
18,370,3.5
19,10,4.0
19,13,4.0
19,17,5.0
19,21,4.0
19,28,5.0
19,40,4.0
19,31,4.0
19,45,2.0
19,39,3.0
19,46,4.0
19,50,5.0
19,62,4.0
19,85,2.0
19,110,5.0
19,112,4.0
19,141,4.0
19,150,3.0
19,161,3.0
19,204,2.0
19,165,3.0
19,207,4.0
19,222,5.0
19,224,5.0
19,246,5.0
19,249,4.0
19,253,3.0
19,254,2.0
19,260,5.0
19,261,4.0
19,277,5.0
19,279,4.0
19,282,4.0
19,300,4.0
19,305,3.0
19,318,4.0
19,327,4.0
19,329,4.0
19,339,4.0
19,345,4.0
19,349,4.0
19,353,5.0
19,356,4.0
19,362,4.0
19,357,4.0
19,364,5.0
19,369,1.0
19,376,3.0
19,377,4.0
19,380,3.0
19,410,3.0
22,19,1.0
22,21,4.0
22,32,4.0
22,34,3.0
22,47,4.0
22,50,4.0
22,110,5.0
22,150,4.0
22,153,3.0
22,161,4.0
22,165,3.0
22,185,3.0
22,208,4.0
22,225,3.0
22,231,3.0
22,253,3.0
22,266,3.0
22,288,1.0
22,292,3.0
22,316,4.0
22,317,3.0
22,329,4.0
22,296,5.0
22,339,3.0
22,349,3.0
22,344,3.0
22,356,4.0
22,364,4.0
22,521,1.0
22,500,3.0
22,527,4.0
22,539,4.0
22,586,2.0
22,587,3.0
22,588,4.0
22,589,4.0
22,357,4.0
22,380,4.0
22,597,1.0
22,653,3.0
22,482,4.0
22,377,3.0
23,7,3.0
23,17,5.0
23,21,4.0
23,39,3.0
23,32,5.0
22,593,5.0
23,50,5.0
23,62,3.0
23,95,4.0
23,141,3.0
23,223,4.0
23,260,4.0
23,261,5.0
23,232,5.0
23,282,4.0
22,454,3.0
23,293,5.0
23,296,4.0
23,300,5.0
23,306,5.0
23,319,4.0
23,337,4.0
23,339,5.0
23,367,4.0
23,377,3.0
22,595,4.0
23,497,5.0
23,539,4.0
23,589,4.0
23,527,5.0
23,593,5.0
23,457,3.0
23,608,5.0
23,595,4.0
23,648,3.0
23,661,3.0
23,47,4.0
23,728,4.0
23,708,5.0
23,736,3.0
23,838,5.0
23,1036,4.0
24,1,5.0
24,3,3.0
24,5,4.0
24,6,3.0
24,7,4.0
24,17,5.0
24,32,3.0
24,62,5.0
24,64,5.0
24,94,3.0
24,104,4.0
24,112,4.0
23,780,3.0
24,260,5.0
24,376,3.0
24,608,3.0
24,494,4.0
24,647,4.0
24,648,4.0
24,733,5.0
24,736,3.0
24,780,4.0
24,786,5.0
24,788,4.0
24,802,3.0
24,805,5.0
24,832,5.0
24,836,3.0
24,852,4.0
24,858,5.0
24,708,5.0
24,1073,4.0
24,1210,5.0
24,1356,5.0
24,1393,5.0
26,10,4.0
26,19,1.0
26,47,5.0
26,110,5.0
26,150,5.0
26,153,3.0
26,161,5.0
26,165,4.0
26,185,4.0
26,208,3.0
26,292,5.0
26,316,4.0
26,329,4.0
26,339,3.0
26,344,3.0
26,349,4.0
26,367,3.0
26,377,5.0
26,380,4.0
26,434,4.0
26,454,4.0
23,778,4.0
26,457,5.0
26,586,3.0
26,587,4.0
26,539,3.0
26,588,5.0
26,590,3.0
26,592,3.0
24,1047,4.0
26,597,3.0
26,733,5.0
26,780,5.0
27,3,3.0
27,12,2.0
27,32,4.0
22,480,4.0
27,65,3.0
27,79,2.0
27,88,3.0
27,61,3.0
27,95,3.0
27,102,3.0
27,100,3.0
27,107,2.0
27,135,2.0
27,494,4.0
27,608,4.0
27,628,4.0
27,637,3.0
27,640,3.0
27,648,3.0
27,653,3.0
27,719,2.0
27,733,4.0
27,736,4.0
27,761,3.0
27,762,3.0
27,784,2.0
27,780,5.0
27,785,3.0
27,788,2.0
27,799,3.0
27,802,3.0
27,805,4.0
27,836,4.0
27,849,3.0
27,880,3.0
27,1073,4.0
27,1105,1.0
27,1356,5.0
28,1097,4.0
28,1197,4.0
28,1220,4.0
28,1270,4.0
28,1278,4.0
28,1394,2.0
28,1967,3.0
26,589,5.0
28,1968,4.0
28,2005,1.0
28,2000,4.0
28,2100,4.0
28,2134,3.0
28,2140,4.0
22,592,3.0
27,842,3.0
23,720,5.0
23,745,5.0
23,1,5.0
28,2141,3.0
28,2193,4.0
28,2054,2.0
28,2301,4.0
28,2371,4.0
28,2374,4.0
28,2375,4.0
28,2406,4.0
28,2407,4.0
29,1918,4.0
29,2023,4.0
29,2404,3.0
29,2769,1.0
29,3404,2.0
29,3478,3.0
29,1999,2.0
29,3863,1.0
29,3865,1.0
28,2245,4.0
29,3882,5.0
29,3884,1.0
29,3885,5.0
29,3889,5.0
29,3894,1.0
29,3896,2.0
29,3897,2.0
29,3903,1.0
29,3908,1.0
29,3910,1.0
29,3879,5.0
29,3911,3.0
29,3943,1.0
29,3915,1.0
29,3945,1.0
29,3948,1.0
29,3949,1.0
29,3951,1.0
29,3952,2.0
29,3953,1.0
29,3955,1.0
29,3893,1.0
29,3956,2.0
29,3967,1.0
29,3968,1.0
29,3969,1.0
29,3972,1.0
29,3973,1.0
29,3978,1.0
29,3979,4.0
28,2145,4.0
29,3983,1.0
30,1,5.0
30,3,4.0
30,11,5.0
28,2143,4.0
29,3946,3.0
28,2144,4.0
28,2161,4.0
29,3977,5.0
28,2174,4.0
30,28,5.0
30,17,5.0
30,34,5.0
30,43,4.0
30,47,4.0
30,62,5.0
30,150,5.0
30,151,5.0
30,107,5.0
30,161,5.0
30,185,4.0
30,208,3.0
30,230,5.0
30,235,5.0
30,248,4.0
30,253,3.0
30,260,5.0
30,261,5.0
30,266,5.0
30,104,5.0
30,282,5.0
30,300,5.0
30,317,3.0
30,318,5.0
30,339,5.0
30,344,4.0
30,356,5.0
30,357,4.0
30,362,5.0
30,364,5.0
30,367,5.0
30,368,5.0
30,370,2.0
30,371,5.0
30,377,5.0
30,380,5.0
30,383,4.0
30,432,4.0
30,454,4.0
30,466,2.0
30,480,4.0
30,500,4.0
30,524,5.0
30,92,4.0
30,527,5.0
30,539,5.0
30,531,3.0
33,1,4.0
33,6,3.0
33,7,3.0
33,17,4.0
33,26,4.0
33,32,3.0
33,36,5.0
33,62,3.0
33,95,2.0
33,52,4.0
33,92,3.0
33,103,3.0
33,141,3.0
33,608,5.0
33,648,3.0
33,661,3.0
33,709,3.0
33,736,2.0
33,783,3.0
33,784,2.0
33,634,3.0
33,1049,3.0
33,1073,3.0
33,1084,4.0
34,1,3.0
33,828,3.0
34,2,3.0
34,3,4.0
34,5,3.0
34,8,3.0
34,19,2.0
34,9,3.0
34,22,3.0
34,23,4.0
34,24,5.0
34,25,2.0
34,29,3.0
34,32,3.0
34,34,2.0
34,39,1.0
34,42,2.0
34,36,3.0
33,780,3.0
34,48,2.0
34,50,4.0
34,62,3.0
34,63,2.0
34,65,2.0
34,44,3.0
34,69,3.0
34,73,4.0
34,79,3.0
34,86,3.0
34,88,3.0
34,95,2.0
34,104,4.0
34,47,4.0
34,110,5.0
34,126,2.0
34,132,2.0
34,145,3.0
34,150,3.0
34,153,2.0
34,158,2.0
34,160,2.0
34,105,2.0
34,161,3.0
34,163,3.0
34,165,2.0
34,168,3.0
34,70,2.0
34,173,3.0
34,181,1.0
34,174,2.0
34,185,3.0
34,186,3.0
35,1,3.0
35,32,3.5
35,63,1.5
35,70,3.0
35,47,4.0
35,95,3.5
35,150,3.0
35,160,3.0
35,165,3.5
35,223,1.5
35,292,2.5
35,319,3.5
35,344,2.5
35,377,4.0
35,380,1.0
35,434,2.5
35,442,2.5
35,480,3.0
35,494,1.0
35,540,3.0
35,589,4.5
35,587,3.0
35,592,3.0
35,608,4.5
35,733,4.0
35,750,4.5
35,778,5.0
35,1080,4.0
35,1101,4.0
35,1127,0.5
35,780,2.5
35,1206,5.0
35,1208,4.5
35,1210,3.5
35,1219,3.0
35,1240,3.5
35,1258,4.0
35,1265,3.0
35,1288,3.0
35,1298,3.5
35,1320,3.0
35,1385,2.0
35,1387,4.0
35,1407,3.0
35,1222,4.5
35,1517,3.5
35,1552,2.0
35,1573,3.5
35,1580,1.0
35,1584,1.5
36,1,4.0
36,2,3.0
36,3,3.0
36,6,5.0
36,11,2.0
36,13,4.0
36,10,3.0
36,18,4.0
36,16,5.0
36,24,3.0
36,15,4.0
36,70,3.0
36,63,3.0
36,104,5.0
36,111,3.0
36,145,4.0
36,153,2.0
36,158,3.0
36,163,4.0
36,165,4.0
36,180,5.0
36,208,3.0
36,216,5.0
36,223,4.0
36,239,2.0
36,246,3.0
36,250,4.0
36,231,5.0
36,260,4.0
36,274,2.0
36,293,4.0
36,296,5.0
36,316,3.0
36,95,3.0
36,317,3.0
36,333,5.0
36,353,4.0
36,356,5.0
36,362,4.0
36,367,4.0
36,364,5.0
36,368,4.0
36,370,2.0
36,376,4.0
36,380,3.0
36,39,4.0
36,288,3.0
36,431,4.0
36,442,3.0
36,457,4.0
37,32,3.0
37,47,4.0
37,70,2.5
37,50,3.5
37,110,3.5
37,112,2.0
37,223,4.0
37,293,3.5
37,296,5.0
37,318,3.0
37,319,3.5
37,342,2.5
37,355,0.5
37,555,5.0
37,589,4.5
37,593,2.5
37,778,4.0
37,899,1.5
37,1036,5.0
37,1080,4.0
37,1088,1.0
37,541,4.0
37,1136,4.0
37,1127,3.0
37,1201,3.5
37,1200,5.0
37,1210,5.0
37,1089,5.0
37,1215,4.5
37,1240,5.0
37,1258,2.0
37,1261,4.5
37,1275,2.5
37,1291,4.0
37,1304,2.5
37,1320,2.0
37,1214,2.0
37,1690,1.0
37,1704,0.5
37,1917,2.0
37,2000,1.5
37,2003,1.5
37,1527,2.5
37,2115,3.5
37,2167,2.5
37,2194,0.5
37,2542,3.5
37,2571,3.5
37,2580,3.5
37,2959,5.0
38,10,4.0
38,22,4.5
38,27,4.0
38,34,1.0
38,39,2.0
38,47,4.5
38,110,3.5
38,62,2.5
38,140,4.0
38,145,4.0
38,150,3.0
38,160,4.5
38,185,3.5
38,208,4.0
38,218,4.0
38,231,1.0
38,266,4.0
38,292,5.0
38,296,4.5
38,316,3.0
38,318,4.0
38,350,4.0
38,339,2.5
38,351,3.5
38,356,4.5
38,377,4.0
38,454,4.0
38,293,4.0
38,457,4.5
38,500,4.0
38,531,3.0
38,539,3.5
38,587,3.0
38,588,4.0
38,590,3.0
38,480,3.0
38,593,4.0
38,380,4.0
38,647,4.0
38,726,4.5
38,648,3.0
38,733,3.5
38,736,3.0
38,788,3.0
38,802,3.5
38,805,4.5
38,597,4.0
38,586,3.5
38,786,4.0
38,832,5.0
40,36,4.0
40,34,5.0
40,50,5.0
40,150,3.0
40,174,3.0
40,223,3.0
40,235,5.0
40,246,4.0
40,176,3.0
40,296,5.0
40,318,5.0
40,358,1.0
40,428,4.0
40,457,4.0
40,441,4.0
40,527,4.0
40,593,5.0
40,589,3.0
40,608,5.0
40,714,5.0
40,1060,4.0
40,1089,5.0
40,1147,5.0
40,1193,5.0
40,866,5.0
40,1196,5.0
40,1213,5.0
40,290,3.0
40,1266,3.0
40,1392,2.0
40,1517,4.0
40,1617,4.0
40,1673,5.0
40,2289,3.0
40,1248,5.0
40,2306,3.0
40,2336,3.0
40,2355,4.0
40,2396,3.0
40,2447,4.0
40,2491,3.0
40,2502,5.0
40,2539,4.0
40,2558,3.0
40,2571,4.0
40,2605,4.0
40,2617,4.0
40,2683,5.0
40,2700,2.0
40,2712,3.0
41,45,2.0
41,39,4.0
41,69,3.0
41,105,3.0
41,140,3.0
41,141,3.0
41,163,2.0
41,195,3.0
41,223,3.0
41,236,3.0
41,339,4.0
41,356,5.0
41,357,4.0
41,364,5.0
41,427,1.0
41,550,2.0
41,587,3.0
41,588,4.0
41,594,4.0
41,595,3.0
41,597,5.0
41,605,1.0
41,276,3.0
41,380,3.0
41,708,2.0
41,736,3.0
41,804,2.0
41,852,2.0
41,899,5.0
41,900,4.0
41,608,3.0
41,902,4.0
41,910,5.0
41,912,5.0
41,914,4.0
41,915,4.0
41,919,5.0
41,920,5.0
41,932,5.0
41,1022,5.0
41,1028,4.0
41,1035,5.0
41,1059,3.0
41,1060,3.0
41,1073,3.0
41,1079,3.0
41,1088,4.0
41,1029,3.0
41,1094,2.0
41,1101,4.0
42,46,4.0
42,110,4.0
42,151,4.0
42,165,3.0
42,261,3.0
42,357,4.0
42,372,3.0
42,539,4.0
42,586,3.0
42,590,4.0
42,594,4.0
42,595,3.0
42,596,4.0
42,597,4.0
42,588,3.0
42,616,4.0
42,1022,4.0
42,1025,3.0
42,1028,3.0
42,1035,5.0
42,1036,3.0
42,1079,5.0
42,1080,5.0
42,1081,4.0
42,1086,4.0
42,1088,3.0
42,1097,3.0
42,1100,3.0
42,1101,3.0
42,1124,4.0
42,1125,4.0
42,1131,5.0
42,1132,5.0
42,509,5.0
42,1136,4.0
42,364,3.0
43,3,5.0
43,4,1.0
43,7,5.0
43,11,5.0
43,17,5.0
43,39,5.0
43,34,3.0
43,104,5.0
43,141,4.0
43,5,5.0
43,205,4.0
43,216,5.0
43,236,5.0
43,267,5.0
43,317,5.0
43,289,5.0
42,1135,4.0
43,107,5.0
43,339,5.0
43,348,1.0
43,356,3.0
43,367,5.0
43,378,4.0
43,440,5.0
43,500,5.0
43,539,5.0
43,543,3.0
43,552,5.0
43,587,5.0
43,588,4.0
43,597,5.0
43,671,4.0
43,673,3.0
43,688,3.0
43,1,4.0
43,765,5.0
43,830,5.0
43,852,4.0
43,708,5.0
43,1020,4.0
43,1021,5.0
43,1093,1.0
43,1359,5.0
43,1377,5.0
43,1379,5.0
43,1265,4.0
43,1390,5.0
43,1405,1.0
43,1409,4.0
43,1453,5.0
43,1474,4.0
44,16,4.0
44,17,5.0
44,25,5.0
44,34,5.0
44,50,5.0
44,125,5.0
44,150,3.0
44,162,5.0
44,265,5.0
44,290,5.0
44,293,4.0
44,296,5.0
44,314,5.0
44,318,5.0
44,356,2.0
44,369,2.0
44,441,5.0
44,457,4.0
44,477,5.0
44,509,5.0
44,527,5.0
44,529,5.0
44,549,5.0
44,348,5.0
44,602,5.0
44,608,5.0
44,778,4.0
44,803,5.0
44,838,5.0
44,866,4.0
44,916,5.0
44,955,5.0
44,994,5.0
44,1034,5.0
44,1041,5.0
44,1060,4.0
44,1061,4.0
44,1079,5.0
44,1094,5.0
44,1095,5.0
44,1097,4.0
44,1120,4.0
44,1147,5.0
44,1179,5.0
44,1183,5.0
44,1188,5.0
44,1235,5.0
44,1244,5.0
44,1265,5.0
44,1276,4.0
45,50,5.0
45,70,2.0
45,110,5.0
45,235,3.0
45,260,3.0
45,266,4.0
45,293,3.0
45,356,5.0
45,457,4.0
45,524,4.0
45,589,5.0
45,593,4.0
45,661,1.0
45,695,5.0
45,858,5.0
45,891,3.0
45,866,5.0
45,902,3.0
45,908,3.0
45,1035,4.0
45,1089,4.0
45,1196,3.0
45,1198,3.0
45,1200,5.0
45,1221,5.0
45,1233,5.0
45,1240,5.0
45,1036,4.0
45,1259,4.0
45,1269,3.0
45,1304,5.0
45,1327,4.0
45,1358,3.0
45,1544,4.0
45,1580,4.0
45,1610,4.0
45,1617,4.0
45,1673,4.0
45,1682,3.0
45,1748,2.0
45,1965,4.0
45,1971,2.0
45,1973,3.0
45,1986,3.0
45,2028,5.0
45,2160,4.0
45,2291,2.0
45,2530,3.0
45,2401,5.0
45,2532,3.0
46,165,3.5
46,163,1.0
46,172,3.0
46,832,2.5
46,1073,4.5
46,1097,4.0
46,1196,5.0
46,1288,5.0
46,1358,1.5
46,1380,3.5
46,1653,3.5
46,1485,3.5
46,2011,3.5
46,2012,2.5
46,2406,3.5
46,2640,3.5
46,2683,5.0
46,2791,4.0
46,3261,3.5
